fixed_acidity,volatile_acidity,citric_acid,citric_acid_corr,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_c1,quality_c2,quality_c3
-0.2984540647668512,1.2966596157246193,-1.1856994924804343,-1.3051452508993513,-0.1693742470258406,0.09632273071434425,-0.08364327884051381,0.22897502150305818,0.13422151654731612,-0.3310730366115752,-0.0480737905105545,-0.584594225308564,5,5,Regular,No adequada
1.654338531828966,-1.3840105119799493,1.4836894388482733,1.5142922301952837,-0.4530766652469418,-0.26487754366943544,0.10755844076775137,0.4113717631420768,0.6640694525546297,-0.9787982116292,-0.4610361367765856,-0.584594225308564,6,6,Regular,No adequada
-0.2410189883963857,0.40310290648976294,-1.0830306874293303,-1.1967053477803269,-0.6658534789127676,-0.3923599934519457,-0.08364327884051381,0.3809723062022403,-0.18368724505709555,-0.07198296660452416,-1.1689715875183524,-0.9599457953606226,5,5,Regular,No adequada
-0.2984540647668512,0.2914083178354058,-1.2883682975315383,-1.4135851540183755,-0.38215106069166643,-0.30737169359693894,-0.6572484376653094,-0.8654054283310534,0.028251929345865165,0.31665213840605244,-0.5200307576717329,-0.8661079028476084,7,7,Bona,Adequada
-0.4707592938782468,-0.1553700367820221,0.45700138833723164,0.42989319900503925,2.525798726074621,-0.3498658435244425,0.10755844076775137,1.6881489546152069,0.5580998653531788,0.2518796209042911,0.8368455229166544,0.07227102228253755,5,5,Regular,No adequada
-0.9302399048419685,0.2914083178354058,-0.980361882378226,-1.0882654446613023,-0.524002269802217,0.20255810553310277,-0.08364327884051381,0.563369047841259,-0.44861121306072294,-0.2015280016080497,-0.6970146203571742,-1.1476215803866527,5,5,Regular,No adequada
-0.4707592938782468,-0.1553700367820221,0.45700138833723164,0.42989319900503925,2.525798726074621,-0.3498658435244425,0.10755844076775137,1.6881489546152069,0.5580998653531788,0.2518796209042911,0.8368455229166544,0.07227102228253755,5,5,Regular,No adequada
-0.2984540647668512,0.4589502008169415,0.09766057065836714,0.05035353808845377,-0.6658534789127676,0.5637583799168827,-0.6572484376653094,-0.5310114019928526,0.346160690950218,-0.3310730366115752,3,-1.241459472899667,5,5,Regular,No adequada
0.3333317753082665,0.51479749514412,-0.4670178571227055,-0.5460659290661805,0.8945098213032889,1.8810770276694913,3,2.9953256030281734,0.9819782141590414,-0.9787982116292,1.3088024900778321,-1.1476215803866527,5,5,Regular,No adequada
0.3333317753082665,0.51479749514412,-0.4156834545971534,-0.49184597750666814,0.9654354258585643,1.7535945778869806,3,3,0.9819782141590414,-0.9140256941274387,1.6037755945535688,-1.1476215803866527,5,5,Regular,No adequada
0.10359146982640542,-1.3840105119799493,1.4836894388482733,1.5142922301952837,-0.524002269802217,0.09632273071434425,1.828373917242138,1.7185484115550433,0.08123672294659064,-0.07198296660452416,0.5418724184409179,0.07227102228253755,7,7,Bona,Adequada
