fixed_acidity,volatile_acidity,citric_acid,citric_acid_corr,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_c1,quality_c2,quality_c3
-0.2984540647668516,1.296659615724619,-1.1856994924804343,-1.3051452508993513,-0.1693742470258405,0.09632273071434416,-0.08364327884051376,0.22897502150305815,0.13422151654729247,-0.3310730366115753,-0.04807379051055453,-0.5845942253085641,5,5,Regular,No adequada
1.6543385318289658,-1.3840105119799495,1.4836894388482733,1.5142922301952837,-0.4530766652469417,-0.26487754366943556,0.10755844076775142,0.41137176314207674,0.664069452554606,-0.9787982116292001,-0.46103613677658567,-0.5845942253085641,6,6,Regular,No adequada
-0.24101898839638608,0.40310290648976277,-1.0830306874293303,-1.1967053477803269,-0.6658534789127675,-0.39235999345194583,-0.08364327884051376,0.38097230620224026,-0.1836872450571192,-0.07198296660452415,-1.1689715875183526,-0.9599457953606227,5,5,Regular,No adequada
-0.2984540647668516,0.2914083178354056,-1.2883682975315383,-1.4135851540183755,-0.3821510606916663,-0.30737169359693906,-0.6572484376653093,-0.8654054283310534,0.028251929345841507,0.3166521384060525,-0.520030757671733,-0.8661079028476085,7,7,Bona,Adequada
-0.47075929387824716,-0.1553700367820223,0.45700138833723175,0.42989319900503936,2.525798726074621,-0.3498658435244426,0.10755844076775142,1.6881489546152069,0.5580998653531551,0.25187962090429117,0.8368455229166545,0.07227102228253747,5,5,Regular,No adequada
-0.930239904841969,0.2914083178354056,-0.9803618823782259,-1.0882654446613023,-0.5240022698022169,0.2025581055331027,-0.08364327884051376,0.563369047841259,-0.4486112130607466,-0.2015280016080497,-0.6970146203571743,-1.1476215803866527,5,5,Regular,No adequada
-0.47075929387824716,-0.1553700367820223,0.45700138833723175,0.42989319900503936,2.525798726074621,-0.3498658435244426,0.10755844076775142,1.6881489546152069,0.5580998653531551,0.25187962090429117,0.8368455229166545,0.07227102228253747,5,5,Regular,No adequada
-0.2984540647668516,0.4589502008169413,0.09766057065836724,0.05035353808845386,-0.6658534789127675,0.5637583799168826,-0.6572484376653093,-0.5310114019928526,0.34616069095019436,-0.3310730366115753,3,-1.241459472899667,5,5,Regular,No adequada
0.33333177530826624,0.5147974951441198,-0.4670178571227054,-0.5460659290661803,0.894509821303289,1.8810770276694913,3,2.9953256030281734,0.9819782141590178,-0.9787982116292001,1.3088024900778323,-1.1476215803866527,5,5,Regular,No adequada
0.33333177530826624,0.5147974951441198,-0.4156834545971533,-0.49184597750666803,0.9654354258585645,1.7535945778869806,3,3,0.9819782141590178,-0.9140256941274388,1.603775594553569,-1.1476215803866527,5,5,Regular,No adequada
0.10359146982640509,-1.3840105119799495,1.4836894388482733,1.5142922301952837,-0.5240022698022169,0.09632273071434416,1.828373917242138,1.7185484115550433,0.08123672294656697,-0.07198296660452415,0.541872418440918,0.07227102228253747,7,7,Bona,Adequada
-0.12614883565545607,0.17971372918104908,0.046326168132815405,-0.003866413471058091,-0.5949278743574923,3,0.011957580963618833,0.289773935382731,0.028251929345841507,-1.3026607991380155,3,-1.0537836878736369,5,5,Regular,No adequada
-0.5281943702487123,0.34725561216258416,-0.9803618823782259,-1.0882654446613023,1.3200634486349414,-0.031159719068166426,-0.9440510170777071,-0.5310114019928526,0.34616069095019436,0.44619717340957804,-0.9329931039377635,-1.3352973654126814,4,4,Dolenta,No adequada
-0.24101898839638608,-1.1606213346712355,1.2270174262205127,1.2431924723977223,-0.5240022698022169,3,0.10755844076775142,0.289773935382731,0.08123672294656697,-1.7560684216503535,2.488694907980778,-1.1476215803866527,6,6,Regular,No adequada
0.33333177530826624,-1.719094277943021,1.0730142186438563,1.0805326177191856,-0.5240022698022169,-0.222383393741932,1.2547687584173426,0.41137176314207674,0.028251929345841507,0.5109696909113423,-0.7560092412523216,-0.9599457953606227,6,6,Regular,No adequada
-0.41332421750778214,-0.7696902743809859,0.20032937570947143,0.15879344120747835,-0.1693742470258405,-0.11614801892317347,0.681163599592547,0.7457657894802775,0.770039039756057,1.353012418434257,-0.04807379051055453,-0.67843211782158,5,5,Regular,No adequada
-0.24101898839638608,-0.5463010970722719,-0.3130146495460492,-0.3834060743876437,-0.6658534789127675,0.39378178020686855,-0.5616475778611767,-0.2878157464741612,-0.07771765785560944,-0.9140256941274388,1.4857863527632744,-0.8661079028476085,5,5,Regular,No adequada
0.10359146982640509,-0.21121733110920085,-0.8263586748015699,-0.9256055899827658,-0.1693742470258405,-0.07365386899566966,-0.6572484376653093,0.6241679617209318,0.028251929345841507,-0.9140256941274388,-0.7560092412523216,-0.9599457953606227,5,5,Regular,No adequada
